CustomerID,Churn,Tenure,PreferredLoginDevice,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,FrequencyOfWebsiteVisits
50142,1,1,Tablet,33.0,Male,Suburban,Platinum,69.0,32159.418866280386,Home Goods,2023-01-03,Self-Employed,4
50143,0,1,Tablet,53.0,Other,Rural,,35.0,7667.544105566998,Clothing,2023-12-03,Professional,11
50144,0,1,Computer,54.0,Female,Urban,Gold,38.0,8745.843043838577,Clothing,2023-03-04,Professional,30
50145,0,1,Tablet,37.0,Male,Urban,Platinum,55.0,19709.730232186128,Electronics,2023-10-31,Self-Employed,29
50146,0,2,Mobile,35.0,Female,Urban,Gold,45.0,4362.049506181383,Electronics,2023-12-12,Self-Employed,21
50147,0,4,Mobile,20.0,Male,Urban,Gold,63.0,26672.34505539596,Clothing,2023-06-06,Student,19
50148,1,1,Mobile,31.0,Female,Urban,Bronze,56.0,12428.61464211506,Electronics,2023-02-07,Student,13
50149,0,4,Mobile,55.0,Female,Rural,Gold,75.0,3806.2825148367083,Clothing,2023-02-19,Self-Employed,17
50150,0,2,Tablet,67.0,Female,Urban,Gold,6.0,1895.5662532931149,Electronics,2023-01-09,Student,4
50151,0,4,Tablet,57.0,Female,Suburban,Gold,94.0,21719.763330577818,Clothing,2023-12-19,Self-Employed,3
50152,0,5,Tablet,18.0,Female,Rural,Platinum,53.0,15535.982328052223,Clothing,2023-05-17,Self-Employed,12
50153,0,4,Mobile,69.0,Other,Suburban,Bronze,63.0,2008.1179253766188,Home Goods,2023-09-24,Professional,24
50154,0,4,Tablet,48.0,Other,Suburban,Bronze,80.0,39073.12303058681,Clothing,2023-03-14,Professional,28
50155,0,1,Tablet,42.0,Other,Suburban,Gold,53.0,9980.108550647607,Clothing,2023-02-27,Self-Employed,29
50156,0,2,Mobile,65.0,Female,Urban,Platinum,21.0,9262.771854052276,Clothing,2023-07-06,Professional,2
50157,0,2,Tablet,68.0,Female,Urban,Silver,56.0,18947.19229183288,Electronics,2023-07-11,Retired,4
50158,0,2,Computer,51.0,Female,Suburban,Platinum,25.0,5606.729887939837,Home Goods,2023-11-29,Student,22
50159,0,2,Mobile,33.0,Male,Suburban,Bronze,57.0,19528.104492667066,Home Goods,2023-06-17,Self-Employed,15
50160,0,3,Tablet,44.0,Female,Suburban,Silver,61.0,27672.626440162312,Home Goods,2023-09-30,Professional,22
50161,0,2,Tablet,57.0,Other,Rural,Silver,65.0,31151.66407683006,Home Goods,2023-07-12,Retired,17
50162,0,3,Tablet,23.0,Male,Rural,Gold,54.0,8720.81674713251,Clothing,2023-03-07,Retired,7
50163,0,4,Computer,38.0,Other,Suburban,Silver,38.0,2786.0625460496835,Electronics,2023-04-26,Professional,6
50164,1,1,Tablet,27.0,Female,Suburban,Bronze,80.0,3972.485829130509,Home Goods,2023-10-31,Retired,24
50165,0,1,Tablet,25.0,Female,Suburban,Silver,67.0,9975.968772877524,Clothing,2023-03-09,Student,3
50166,0,5,Mobile,57.0,Other,Rural,Gold,71.0,28529.866746483855,Home Goods,2023-06-03,Retired,27
50167,0,4,Mobile,26.0,Male,Rural,Silver,51.0,7846.539508442582,Home Goods,2023-09-11,Student,2
50168,0,5,Mobile,24.0,Female,Suburban,Platinum,19.0,4210.879547305267,Electronics,2023-10-02,Professional,24
50169,1,4,Mobile,66.0,Female,Rural,Bronze,81.0,18126.817006919795,Home Goods,2023-09-05,Retired,4
50170,0,3,Mobile,19.0,Male,Suburban,Silver,68.0,16245.544153193354,Electronics,2023-09-02,Professional,3
50171,0,3,Mobile,26.0,Male,Suburban,Silver,51.0,21104.196238402503,Electronics,2023-04-30,Student,1
50172,0,1,Computer,68.0,Other,Urban,Gold,76.0,25069.517405146315,Electronics,2023-11-11,Self-Employed,14
50173,1,2,Computer,59.0,Other,Suburban,Bronze,89.0,40470.95545467916,Home Goods,2023-05-25,Self-Employed,8
50174,1,5,Tablet,43.0,Female,Rural,Bronze,27.0,5468.963839536269,Electronics,2023-11-26,Retired,8
50175,1,3,Tablet,43.0,Male,Rural,Platinum,79.0,16970.627297678213,Home Goods,2023-07-21,Self-Employed,13
50176,1,4,Computer,31.0,Female,Suburban,Gold,51.0,4571.207306421381,Home Goods,2023-06-03,Retired,10
50177,0,5,Mobile,67.0,Male,Rural,Platinum,26.0,551.0273656917684,Home Goods,2023-01-30,Self-Employed,8
50178,0,2,Mobile,63.0,Other,Suburban,Gold,30.0,13529.150782615014,Clothing,2023-10-03,Professional,10
50179,0,4,Mobile,43.0,Other,Suburban,Platinum,53.0,783.5684101608717,Electronics,2023-01-06,Retired,26
50180,1,1,Computer,25.0,Male,Urban,Gold,88.0,38761.21840929127,Clothing,2023-12-19,Retired,9
50181,0,3,Mobile,61.0,Female,Rural,Gold,55.0,10628.828328117168,Home Goods,2023-03-10,Retired,21
50182,0,5,Mobile,45.0,Male,Rural,Gold,10.0,4384.300169768832,Home Goods,2023-01-20,Retired,19
50183,0,3,Tablet,70.0,Male,Urban,Bronze,68.0,3200.897524193311,Clothing,2023-06-06,Student,1
50184,1,3,Mobile,41.0,Male,Rural,Silver,49.0,2988.4646214717313,Electronics,2023-05-27,Self-Employed,16
50185,0,4,Tablet,64.0,Male,Urban,Gold,46.0,1236.8916031890874,Home Goods,2023-03-23,Self-Employed,29
50186,0,2,Tablet,20.0,Other,Urban,Bronze,57.0,25055.068397265466,Clothing,2023-10-14,Retired,30
50187,0,1,Mobile,53.0,Other,Rural,Silver,68.0,20124.66529480145,Electronics,2023-02-08,Self-Employed,21
50188,0,1,Computer,31.0,Female,Suburban,Platinum,46.0,12722.639018316027,Home Goods,2023-01-08,Student,13
50189,1,5,Mobile,19.0,Female,Urban,Bronze,11.0,944.8649088145937,Clothing,2023-10-29,Student,19
50190,0,4,Tablet,63.0,Female,Suburban,Gold,83.0,1446.0517818065932,Electronics,2023-04-02,Student,23
50191,0,4,Computer,22.0,Male,Suburban,Platinum,8.0,408.94288553367784,Home Goods,2023-12-26,Student,16
50192,0,5,Mobile,35.0,Male,Urban,Bronze,70.0,11667.399049504567,Clothing,2023-09-13,Retired,16
50193,1,4,Tablet,47.0,Male,Suburban,Bronze,48.0,15461.35506006844,Electronics,2023-06-20,Professional,26
50194,0,5,Tablet,39.0,Male,Suburban,Silver,17.0,2441.9237855918395,Electronics,2023-03-08,Self-Employed,2
50195,1,5,Computer,43.0,Female,Suburban,Silver,78.0,22470.128014361162,Electronics,2023-07-24,Student,28
50196,0,5,Computer,23.0,Other,Suburban,Silver,97.0,37962.53867523965,Electronics,2023-11-24,Professional,12
50197,0,5,Computer,31.0,Female,Suburban,Silver,49.0,15393.234129665765,Electronics,2023-12-07,Self-Employed,10
50198,0,2,Mobile,65.0,Female,Rural,Silver,100.0,18837.522604794758,Home Goods,2023-06-16,Self-Employed,7
50199,0,4,Computer,52.0,Male,Suburban,Platinum,80.0,31263.159776218385,Home Goods,2023-09-27,Self-Employed,7
50200,0,3,Tablet,51.0,Male,Urban,Gold,32.0,6032.272560998533,Home Goods,2023-10-23,Self-Employed,20
50201,0,4,Tablet,20.0,Male,Rural,Gold,56.0,11390.79124933347,Home Goods,2023-12-17,Self-Employed,8
50202,0,4,Mobile,57.0,Female,Rural,Bronze,77.0,7728.455487281057,Electronics,2023-11-20,Self-Employed,28
50203,0,1,Computer,63.0,Other,Urban,Platinum,29.0,7408.509237764505,Home Goods,2023-02-19,Retired,14
50204,0,3,Computer,28.0,Female,Rural,Gold,98.0,47865.30494388923,Home Goods,2023-06-13,Student,8
50205,0,2,Tablet,41.0,Male,Rural,Bronze,47.0,11522.466883976262,Home Goods,2023-06-20,Self-Employed,29
50206,1,2,Mobile,38.0,Other,Suburban,Silver,36.0,11258.274465449735,Home Goods,2023-02-18,Retired,30
50207,0,1,Mobile,32.0,Male,Urban,Gold,82.0,40675.14525033004,Clothing,2023-12-22,Professional,15
50208,0,2,Computer,63.0,Female,Urban,Platinum,26.0,7211.5108328479355,Clothing,2023-03-03,Self-Employed,2
50209,0,4,Tablet,50.0,Other,Suburban,Bronze,52.0,13327.136554912166,Electronics,2023-10-05,Student,6
50210,0,4,Tablet,54.0,Other,Suburban,Gold,52.0,10010.01316892414,Electronics,2023-10-15,Retired,16
50211,0,1,Computer,33.0,Male,Urban,Silver,88.0,37446.78757955381,Electronics,2023-02-28,Retired,18
50212,0,5,Tablet,55.0,Other,Suburban,Gold,87.0,6314.5901291192085,Electronics,2023-08-16,Self-Employed,15
50213,0,4,Tablet,45.0,Female,Rural,Bronze,53.0,16913.93523584782,Home Goods,2023-06-13,Self-Employed,18
50214,0,3,Tablet,57.0,Other,Urban,Gold,48.0,21128.11513714509,Clothing,2023-09-10,Self-Employed,6
50215,0,1,Mobile,34.0,Female,Suburban,Silver,80.0,1206.9830213959929,Clothing,2023-03-19,Retired,4
50216,0,3,Mobile,33.0,Female,Suburban,Bronze,1.0,182.34266804494823,Home Goods,2023-10-03,Student,7
50217,0,1,Computer,47.0,Male,Suburban,Gold,36.0,16328.688322573982,Electronics,2023-06-15,Student,21
50218,0,4,Computer,38.0,Male,Suburban,Silver,28.0,9309.145561776495,Home Goods,2023-10-12,Professional,17
50219,0,4,Mobile,31.0,Other,Suburban,Platinum,87.0,25855.405588232494,Home Goods,2023-05-03,Retired,19
50220,0,1,Computer,70.0,Female,Urban,Gold,99.0,35124.466689545094,Home Goods,2023-07-01,Self-Employed,12
50221,0,3,Computer,58.0,Other,Suburban,Silver,1.0,481.0759005763355,Clothing,2023-06-26,Student,19
50222,0,3,Mobile,39.0,Male,Suburban,Silver,48.0,10394.497363620554,Electronics,2023-04-05,Retired,1
50223,0,3,Tablet,44.0,Other,Urban,Bronze,,35714.63913967566,Electronics,2023-12-17,Retired,10
50224,0,4,Mobile,51.0,Female,Rural,Silver,25.0,8737.381664114115,Electronics,2023-10-08,Self-Employed,7
50225,0,4,Tablet,52.0,Other,Urban,Silver,71.0,30332.893171973676,Electronics,2023-11-27,Student,19
50226,1,4,Tablet,65.0,Other,Urban,Bronze,37.0,7528.703927742892,Electronics,2023-06-02,Student,8
50227,0,1,Mobile,31.0,Other,Urban,Platinum,8.0,646.2496958350017,Clothing,2023-06-19,Student,17
50228,0,2,Mobile,58.0,Male,Urban,Platinum,87.0,18411.234020291085,Home Goods,2023-01-21,Student,16
50229,0,1,Computer,68.0,Male,Suburban,Silver,53.0,18824.924641256424,Home Goods,2023-08-06,Student,19
50230,0,5,Tablet,54.0,Male,Urban,Platinum,22.0,432.6698393043198,Electronics,2023-01-04,Retired,6
50231,1,3,Tablet,67.0,Other,Suburban,Bronze,49.0,12880.916789134328,Home Goods,2023-11-09,Retired,11
50232,0,3,Tablet,62.0,Other,Suburban,Silver,7.0,1932.0497053042131,Electronics,2023-05-05,Retired,9
50233,0,4,Computer,32.0,Other,Urban,,60.0,13530.039565152787,Electronics,2023-07-21,Self-Employed,23
50234,1,1,Tablet,44.0,Male,Suburban,Bronze,66.0,1118.167377598864,Home Goods,2023-01-01,Self-Employed,18
50235,0,1,Tablet,18.0,Female,Rural,Platinum,31.0,11272.093359598437,Clothing,2023-01-26,Retired,18
