CustomerID,Churn,Tenure,PreferredLoginDevice,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,FrequencyOfWebsiteVisits
50538,0,5,Computer,50,Other,Urban,Gold,2,62.54502505,Home Goods,2023/11/30,Professional,12
50539,0,2,Tablet,34,Male,Suburban,Bronze,93,36894.13166,Clothing,2023/1/24,Retired,19
50540,0,5,Tablet,44,Male,Urban,Bronze,71,26299.86135,Electronics,2023/11/17,Retired,22
50541,0,2,Computer,22,Female,Rural,Bronze,46,10006.07544,Home Goods,2023/1/5,Self-Employed,11
50542,0,5,Mobile,18,Male,Rural,Bronze,4,1155.676602,Electronics,2023/7/13,Professional,2
50543,0,1,Mobile,69,Male,Rural,Bronze,6,1135.820497,Home Goods,2023/7/27,Retired,29
50544,0,2,Computer,,Female,Suburban,Silver,75,23822.39733,Home Goods,2023/3/29,Student,22
50545,0,5,Computer,37,Other,Suburban,Gold,48,13150.01507,Electronics,2023/5/13,Self-Employed,4
50546,0,1,Tablet,44,Other,Rural,Platinum,12,2437.204559,Clothing,2023/8/6,Self-Employed,12
50547,0,5,Tablet,65,Male,Suburban,Silver,74,8904.11629,Clothing,2023/9/27,Student,2
50548,0,2,Computer,25,Female,Urban,Platinum,57,23944.84546,Home Goods,2023/3/20,Retired,27
50549,1,5,Mobile,53,Female,Rural,Bronze,6,1674.186919,Home Goods,2023/9/14,Student,17
50550,0,2,Mobile,59,Male,Rural,Silver,89,36614.06027,Home Goods,2023/11/25,Retired,2
50551,0,3,Computer,53,Male,Rural,Bronze,72,17404.32824,Electronics,2023/4/10,Self-Employed,29
50552,1,3,Computer,62,Other,Suburban,Gold,91,9219.416312,Electronics,2023/4/3,Retired,26
50553,0,1,Computer,34,Female,Suburban,Gold,85,27147.66513,Home Goods,2023/3/17,Professional,23
50554,0,3,Tablet,67,Male,Suburban,Bronze,12,1040.355318,Home Goods,2023/12/24,Retired,14
50555,0,3,Computer,21,Other,Rural,Bronze,47,4734.645256,Clothing,2023/11/19,Student,20
50556,0,5,Mobile,20,Female,Urban,Gold,51,12053.25511,Electronics,2023/3/21,Professional,11
50557,0,2,Mobile,38,Other,Suburban,Silver,19,1195.627586,Clothing,2023/9/25,Student,30
50558,1,2,Mobile,28,Female,Suburban,Silver,79,8783.5535,Clothing,2023/12/8,Professional,13
50559,0,4,Tablet,62,Male,Rural,Platinum,77,24297.87932,Electronics,2023/3/23,Self-Employed,20
50560,0,4,Computer,40,Male,Rural,Gold,92,36997.31284,Electronics,2023/6/9,Retired,16
50561,1,5,Computer,47,Male,Suburban,Platinum,79,10114.1079,Electronics,2023/9/16,Student,16
50562,1,4,Tablet,35,Other,Rural,Gold,46,21917.1787,Electronics,2023/11/8,Student,4
50563,1,1,Computer,43,Other,Suburban,Gold,2,774.2445948,Clothing,2023/9/27,Self-Employed,9
50564,0,2,Mobile,53,Other,Suburban,Platinum,85,5858.696092,Electronics,2023/10/7,Retired,17
50565,1,2,Mobile,67,Female,Suburban,Silver,11,1527.10354,Home Goods,2023/9/29,Retired,29
50566,0,1,Tablet,52,Other,Rural,Platinum,24,3787.147975,Home Goods,2023/7/28,Student,4
50567,0,4,Tablet,20,Female,Suburban,Silver,56,1355.790481,Clothing,2023/1/4,Professional,1
50568,0,1,Mobile,33,Other,Rural,Platinum,50,3449.544419,Electronics,2023/7/15,Professional,27
50569,0,3,Mobile,31,Other,Rural,Bronze,89,27745.93917,Electronics,2023/4/20,Student,26
50570,1,5,Computer,54,Other,Rural,Platinum,35,17375.15301,Clothing,2023/6/15,Student,29
50571,0,5,Mobile,46,Female,Urban,Bronze,67,8815.650358,Clothing,2023/12/3,Professional,28
50572,0,4,Tablet,41,Male,Urban,Silver,94,21856.5309,Electronics,2023/11/4,Retired,9
50573,0,1,Mobile,47,Male,Urban,Bronze,92,3196.146143,Clothing,2023/8/22,Retired,7
50574,0,1,Mobile,57,Male,Urban,Gold,62,7265.003699,Clothing,2023/11/18,Student,2
50575,0,5,Tablet,32,Female,Rural,Gold,12,4898.35487,Electronics,2023/8/22,Professional,29
50576,0,5,Computer,54,Other,Suburban,Platinum,49,24162.92373,Electronics,2023/7/25,Professional,16
50577,1,2,Tablet,67,Female,Suburban,Bronze,27,6437.021721,Electronics,2023/9/8,Retired,18
50578,0,3,Tablet,70,Male,Rural,Silver,51,24262.66261,Electronics,2023/12/12,Self-Employed,23
50579,1,5,Computer,66,Female,Urban,Gold,17,1588.859278,Clothing,2023/4/7,Retired,16
50580,1,4,Computer,46,Male,Rural,Silver,89,24509.59317,Home Goods,2023/6/12,Retired,28
50581,0,4,Tablet,39,Female,Rural,Bronze,70,4044.288939,Clothing,2023/1/31,Retired,12
50582,0,5,Mobile,58,Other,Rural,Gold,84,26283.75374,Home Goods,2023/4/23,Self-Employed,16
50583,1,1,Tablet,50,Other,Suburban,Platinum,85,1914.64803,Home Goods,2023/9/29,Self-Employed,22
50584,0,2,Computer,39,Male,Suburban,Silver,,8648.242222,Electronics,2023/8/18,Student,15
50585,0,4,Tablet,59,Other,Urban,Silver,23,1785.529915,Electronics,2023/2/20,Professional,23
50586,0,1,Tablet,34,Other,Urban,Silver,4,1018.641644,Clothing,2023/2/19,Retired,2
50587,1,4,Mobile,45,Male,Urban,Gold,90,32470.18931,Clothing,2023/10/23,Retired,30
50588,0,5,Computer,36,Female,Rural,Bronze,71,32856.26537,Clothing,2023/3/12,Self-Employed,29
50589,0,4,Computer,43,Female,Suburban,Silver,17,5217.394721,Home Goods,2023/5/29,Self-Employed,22
50590,0,2,Mobile,32,Male,Urban,Silver,49,16371.93496,Electronics,2023/2/9,Student,26
50591,0,5,Mobile,55,Other,Suburban,Silver,74,6452.257989,Electronics,2023/8/3,Self-Employed,4
50592,0,4,Mobile,61,Other,Suburban,Bronze,55,12954.02915,Clothing,2023/5/4,Retired,2
50593,1,2,Mobile,47,Other,Rural,Silver,6,247.5426654,Electronics,2023/6/13,Student,29
50594,0,3,Tablet,55,Female,Rural,Silver,26,10326.6818,Electronics,2023/9/4,Student,3
50595,0,3,Computer,25,Female,Suburban,Silver,55,8178.936377,Electronics,2023/1/20,Professional,9
50596,0,5,Computer,43,Male,Urban,Silver,10,3075.345358,Home Goods,2023/7/14,Professional,18
50597,0,5,Mobile,23,Other,Suburban,Bronze,49,2371.656786,Home Goods,2023/12/6,Retired,26
50598,1,2,Computer,33,Female,Suburban,,4,551.6603487,Home Goods,2023/11/10,Student,5
50599,0,1,Computer,54,Male,Suburban,Bronze,6,2523.355899,Electronics,2023/8/8,Retired,9
50600,0,3,Mobile,38,Male,Rural,Gold,50,18354.98145,Electronics,2023/3/3,Self-Employed,5
50601,0,5,Tablet,49,Male,Urban,Bronze,77,16633.56589,Electronics,2023/11/9,Student,3
50602,0,3,Tablet,53,Other,Rural,Bronze,58,27077.3266,Clothing,2023/5/12,Self-Employed,25
50603,0,2,Computer,55,Female,Rural,Platinum,17,3439.412135,Home Goods,2023/4/29,Student,17
50604,0,3,Tablet,46,Other,Suburban,Gold,98,13065.67809,Home Goods,2023/6/26,Student,29
50605,0,4,Tablet,18,Female,Suburban,Silver,11,3965.888242,Clothing,2023/5/26,Professional,6
50606,0,1,Tablet,49,Other,Suburban,Platinum,34,15378.85597,Clothing,2023/1/5,Professional,17
50607,0,3,Mobile,48,Female,Suburban,Platinum,,7409.750595,Electronics,2023/3/8,Student,12
50608,0,4,Mobile,48,Male,Rural,Bronze,38,4970.326564,Electronics,2023/12/25,Self-Employed,1
50609,0,3,Tablet,65,Male,Suburban,Silver,81,38757.81281,Clothing,2023/6/2,Self-Employed,20
50610,1,2,Computer,68,Female,Urban,Silver,2,253.5042268,Home Goods,2023/3/14,Retired,4
50611,0,5,Mobile,42,Male,Urban,Platinum,34,7658.798234,Clothing,2023/1/22,Student,12
50612,0,2,Mobile,59,Male,Suburban,Bronze,54,1277.779915,Home Goods,2023/5/6,Retired,30
50613,0,4,Computer,34,Male,Urban,Bronze,78,20940.03275,Home Goods,2023/9/9,Retired,5
50614,0,1,Mobile,18,Male,Rural,Platinum,37,9471.085843,Electronics,2023/6/5,Retired,4
50615,0,4,Tablet,35,Male,Urban,Platinum,41,9385.159059,Electronics,2023/1/6,Student,9
50616,0,4,Mobile,30,Male,Urban,Silver,89,21058.66954,Home Goods,2023/3/4,Professional,8
50617,1,1,Mobile,55,Female,Suburban,Silver,39,13415.28901,Home Goods,2023/11/25,Self-Employed,7
50618,0,1,Mobile,19,Female,Urban,Bronze,90,11880.86924,Home Goods,2023/2/7,Self-Employed,16
50619,1,2,Tablet,60,Male,Suburban,Bronze,94,33309.84867,Clothing,2023/8/22,Retired,25
50620,0,2,Tablet,57,Other,Rural,Platinum,86,29008.10693,Home Goods,2023/5/27,Self-Employed,2
50621,0,2,Mobile,35,Other,Rural,Silver,57,11786.21415,Home Goods,2023/10/20,Professional,15
50622,0,2,Mobile,31,Female,Rural,Platinum,4,1322.429817,Electronics,2023/8/1,Professional,11
50623,0,2,Mobile,19,Other,Rural,Gold,32,5031.868189,Home Goods,2023/5/6,Professional,14
50624,0,2,Mobile,21,Female,Urban,Silver,11,3594.963204,Home Goods,2023/6/4,Retired,4
50625,0,4,Tablet,37,Male,Urban,Gold,7,970.1448934,Electronics,2023/11/14,Self-Employed,10
50626,0,4,Tablet,45,Female,Urban,Gold,59,3401.898605,Electronics,2023/6/12,Professional,26
50627,0,2,Tablet,45,Male,Rural,Bronze,10,1808.03175,Home Goods,2023/12/13,Student,8
50628,1,5,Computer,70,Other,Suburban,Bronze,94,6166.206012,Electronics,2023/8/19,Student,7
50629,0,1,Tablet,70,Female,Rural,Platinum,10,1776.13056,Clothing,2023/9/19,Professional,25
50630,0,3,Tablet,25,Other,Urban,Platinum,79,13530.02115,Home Goods,2023/2/14,Self-Employed,5
50631,1,4,Mobile,20,Male,Suburban,Platinum,29,441.3169526,Clothing,2023/10/25,Student,8
50632,0,2,Mobile,39,Male,Suburban,Gold,38,5573.940236,Clothing,2023/4/14,Student,12
50633,0,2,Mobile,50,Female,Suburban,Gold,28,4979.849087,Electronics,2023/4/17,Retired,1
50634,0,5,Mobile,18,Other,Suburban,Bronze,38,3559.397441,Electronics,2023/10/4,Self-Employed,12
50635,0,1,Mobile,69,Male,Rural,Silver,40,19640.23269,Clothing,2023/6/26,Self-Employed,28
50636,0,2,Mobile,28,Female,Rural,Gold,6,290.7129414,Electronics,2023/2/21,Professional,6
50637,0,2,Tablet,20,Male,Suburban,Silver,36,12580.33027,Electronics,2023/3/15,Self-Employed,26
50638,0,1,Tablet,65,Male,Rural,Silver,5,1022.645715,Clothing,2023/5/6,Self-Employed,20
50639,0,4,Tablet,56,Female,Rural,Bronze,47,7594.754043,Home Goods,2023/11/1,Retired,3
50640,0,3,Computer,36,Other,Urban,Gold,36,15085.17543,Electronics,2023/11/28,Retired,25
50641,0,5,Mobile,66,Male,Suburban,Gold,100,16505.39443,Electronics,2023/7/10,Self-Employed,12
50642,0,1,Mobile,70,Female,Rural,Platinum,28,4937.980605,Clothing,2023/6/2,Self-Employed,12
50643,0,2,Tablet,66,Other,Urban,Gold,28,308.8392342,Home Goods,2023/12/28,Retired,23
50644,1,4,Mobile,62,Female,Suburban,Silver,58,20661.47469,Electronics,2023/3/27,Professional,23
50645,0,4,Computer,68,Other,Urban,Gold,50,2643.615569,Clothing,2023/4/2,Self-Employed,19
50646,0,5,Tablet,47,Female,Urban,Silver,28,296.9644067,Electronics,2023/9/19,Self-Employed,28
50647,0,5,Computer,66,Male,Suburban,Gold,40,3490.557353,Electronics,2023/8/5,Student,14
50648,0,5,Computer,64,Other,Suburban,Gold,75,25645.16665,Electronics,2023/10/19,Student,24
50649,0,3,Tablet,41,Other,Suburban,Gold,95,45718.81452,Clothing,2023/2/12,Professional,5
50650,0,3,Computer,35,Other,Rural,Bronze,76,7051.820014,Electronics,2023/1/26,Retired,4
50651,1,3,Mobile,34,Other,Suburban,Bronze,66,23252.17868,Clothing,2023/12/23,Professional,14
50652,0,2,Mobile,67,Female,Suburban,Bronze,13,6488.306712,Clothing,2023/5/28,Student,14
50653,1,4,Tablet,56,Male,Rural,Bronze,25,1728.490088,Electronics,2023/6/22,Professional,17
50654,0,3,Tablet,27,Male,Urban,Platinum,63,11099.9501,Home Goods,2023/1/8,Professional,18
50655,0,2,Mobile,55,Male,Suburban,Bronze,22,10625.37086,Clothing,2023/10/20,Professional,6
50656,0,3,Tablet,55,Other,Rural,Silver,96,6773.002634,Home Goods,2023/3/24,Student,20
50657,0,2,Computer,21,Other,Rural,Bronze,37,1942.613028,Home Goods,2023/6/18,Student,11
50658,0,5,Computer,36,Other,Urban,Bronze,18,325.1464482,Home Goods,2023/1/5,Retired,9
50659,1,3,Computer,45,Male,Rural,Platinum,76,35235.34271,Clothing,2023/4/16,Professional,11
50660,0,5,Mobile,33,Other,Urban,Gold,80,32623.33409,Clothing,2023/11/24,Student,1
50661,1,3,Mobile,25,Female,Suburban,Platinum,99,47473.88105,Electronics,2023/3/9,Self-Employed,15
50662,0,1,Computer,22,Other,Suburban,Bronze,5,2209.748384,Electronics,2023/8/21,Student,5
50663,0,2,Tablet,69,Female,Urban,Platinum,94,10141.60971,Clothing,2023/4/3,Retired,24
50664,0,5,Tablet,49,Other,Suburban,Silver,42,1297.389185,Clothing,2023/6/22,Professional,9
50665,1,1,Computer,44,Male,Suburban,Gold,27,5393.265726,Clothing,2023/12/31,Professional,20
50666,1,2,Tablet,66,Female,Rural,Platinum,44,20991.5412,Home Goods,2023/6/22,Self-Employed,29
50667,0,4,Computer,23,Other,Rural,Gold,64,8732.739315,Clothing,2023/12/6,Professional,26
50668,0,2,Computer,,Female,Rural,Platinum,51,23857.83031,Electronics,2023/6/16,Retired,2
50669,0,3,Computer,42,Male,Suburban,Gold,40,4580.894267,Clothing,2023/1/20,Student,12
50670,0,5,Mobile,32,,Suburban,Gold,37,8345.405725,Electronics,2023/7/10,Self-Employed,6
50671,0,5,Computer,27,Female,Suburban,Platinum,18,7251.503755,Home Goods,2023/3/17,Professional,10
50672,1,2,Mobile,61,Male,Urban,Platinum,71,27242.5127,Electronics,2023/1/15,Self-Employed,13
50673,1,3,Mobile,37,Female,Rural,Silver,33,3506.238152,Home Goods,2023/9/19,Student,26
50674,0,1,Mobile,24,Female,Rural,Gold,20,7320.349291,Clothing,2023/12/28,Student,23
50675,0,3,Computer,50,Other,Suburban,Bronze,91,16945.52782,Electronics,2023/8/30,Retired,29
50676,0,2,Mobile,28,Male,Suburban,Bronze,38,18898.48363,Clothing,2023/2/17,Self-Employed,26
50677,0,2,Mobile,22,Female,Urban,Platinum,97,1207.993843,Electronics,2023/12/31,Student,26
50678,0,5,Computer,64,Male,Urban,Bronze,32,10046.87369,Home Goods,2023/9/10,Retired,14
50679,1,4,Computer,33,Male,Rural,Bronze,40,4424.325579,Home Goods,2023/8/14,Retired,2
50680,0,3,Mobile,69,Other,Rural,Silver,35,1202.05789,Home Goods,2023/1/20,Student,26
50681,0,2,Tablet,52,Female,Rural,Silver,89,38868.95565,Electronics,2023/1/20,Self-Employed,12
50682,0,3,Tablet,23,Other,Urban,Gold,24,4543.673572,Electronics,2023/10/26,Professional,5
50683,0,1,Mobile,46,Other,Suburban,Silver,21,9715.774957,Home Goods,2023/6/26,Student,9
50684,1,5,Mobile,39,Other,Urban,Silver,90,981.2487752,Electronics,2023/10/14,Retired,19
50685,0,3,Computer,23,Female,Suburban,Gold,95,32269.5132,Home Goods,2023/5/30,Student,4
50686,0,3,Mobile,45,Male,Urban,Bronze,12,804.0144322,Electronics,2023/3/15,Retired,25
50687,1,3,Computer,59,Other,Urban,Silver,4,1616.638094,Clothing,2023/2/6,Self-Employed,14
50688,0,3,Computer,45,Female,Rural,Silver,64,19651.19821,Electronics,2023/1/24,Self-Employed,27
50689,0,2,Tablet,64,Male,Suburban,Platinum,16,2501.646755,Electronics,2023/2/11,Student,29
50690,0,3,Mobile,47,Female,Rural,Silver,88,10415.05295,Home Goods,2023/3/24,Professional,16
50691,1,2,Tablet,40,Male,Rural,Gold,84,40716.45518,Clothing,2023/4/20,Student,20
50692,0,5,Mobile,62,Male,Urban,Bronze,30,6146.560223,Electronics,2023/7/22,Self-Employed,29
50693,1,5,Tablet,37,Male,Suburban,Bronze,38,18445.49423,Home Goods,2023/12/20,Professional,13
50694,0,3,Tablet,50,Female,Suburban,Bronze,31,3318.819392,Clothing,2023/1/23,Retired,29
50695,0,4,Computer,36,Other,Suburban,Platinum,38,18870.10909,Clothing,2023/5/29,Professional,22
50696,0,2,Mobile,65,Other,Urban,Gold,15,4473.847632,Home Goods,2023/2/16,Self-Employed,28
50697,0,3,Tablet,50,Other,Suburban,Platinum,91,8379.36061,Electronics,2023/12/22,Self-Employed,19
50698,0,1,Computer,49,Other,Urban,Bronze,26,426.5974126,Clothing,2023/7/19,Retired,4
50699,0,1,Computer,55,Other,Suburban,Silver,17,3920.75234,Electronics,2023/7/16,Self-Employed,13
50700,0,1,Tablet,55,Other,Rural,Silver,36,11858.45203,Electronics,2023/2/21,Professional,3
50701,0,2,Tablet,66,Other,Urban,Silver,91,,Home Goods,2023/3/23,Retired,11
50702,1,5,Tablet,21,Female,Suburban,Platinum,50,709.9557568,Home Goods,2023/7/22,Professional,20
50703,0,2,Mobile,26,Other,Rural,Bronze,96,16418.40694,Home Goods,2023/6/27,Retired,24
50704,0,5,Computer,55,Male,Urban,Silver,2,848.3561405,Electronics,2023/8/5,Retired,9
50705,0,2,Computer,49,Female,Suburban,Silver,49,,Electronics,2023/10/28,Self-Employed,12
50706,0,4,Mobile,47,Female,Suburban,Gold,74,32766.80868,Electronics,2023/6/13,Retired,26
50707,0,5,Tablet,40,Female,Urban,Gold,11,3375.923721,Clothing,2023/11/10,Student,4
50708,1,5,Mobile,37,Female,Rural,Gold,37,951.4361767,Electronics,2023/1/4,Retired,30
50709,0,5,Mobile,31,Male,Suburban,Platinum,46,21175.81384,Clothing,2023/7/24,Retired,21
50710,0,3,Computer,54,Female,Suburban,Platinum,21,4130.615137,Home Goods,2023/1/19,Self-Employed,29
50711,0,5,Computer,23,Male,Suburban,Silver,98,3250.05452,Home Goods,2023/5/1,Retired,22
50712,0,5,Tablet,45,Female,Urban,Platinum,44,11707.18991,Clothing,2023/6/15,Self-Employed,25
50713,0,3,Mobile,,Other,Suburban,Platinum,72,23492.49233,Home Goods,2023/6/22,Professional,1
50714,0,1,Computer,22,Male,Suburban,Bronze,94,1934.238919,Clothing,2023/1/9,Student,17
50715,0,1,Computer,27,Male,Urban,Silver,20,6447.615472,Clothing,2023/4/27,Retired,28
50716,1,2,Computer,29,Male,Urban,Silver,19,8355.352718,Clothing,2023/12/20,Self-Employed,26
50717,0,4,Mobile,54,Other,Rural,Silver,74,10738.53738,Clothing,2023/7/17,Student,28
50718,0,5,Computer,43,Female,Urban,Gold,32,15947.61916,Clothing,2023/1/15,Retired,19
50719,0,4,Mobile,20,Other,Urban,Silver,52,11139.37513,Home Goods,2023/8/6,Self-Employed,27
50720,0,5,Tablet,37,Other,Suburban,Platinum,90,15795.87754,Clothing,2023/5/9,Self-Employed,5
50721,0,5,Tablet,48,Female,Rural,Silver,61,16617.56834,Clothing,2023/12/14,Self-Employed,16
50722,0,1,Mobile,22,Male,Urban,Gold,42,7893.313244,Home Goods,2023/2/4,Professional,25
50723,0,2,Mobile,32,Other,Urban,Gold,28,5623.778395,Home Goods,2023/12/9,Student,27
50724,0,3,Tablet,31,Female,Rural,Bronze,70,18555.86128,Electronics,2023/3/12,Retired,29
50725,0,1,Mobile,30,Other,Suburban,Gold,29,4858.836242,Clothing,2023/10/14,Self-Employed,21
50726,1,1,Tablet,35,Male,Urban,Platinum,85,17159.46096,Electronics,2023/12/18,Retired,28
50727,0,4,Mobile,21,Female,Urban,Bronze,54,13072.95136,Home Goods,2023/4/24,Self-Employed,25
50728,0,5,Tablet,53,Female,Rural,Gold,54,15860.7662,Home Goods,2023/1/22,Professional,26
50729,0,4,Tablet,57,Female,Suburban,Bronze,18,5073.557122,Electronics,2023/6/26,Student,4
50730,0,2,Mobile,70,Female,Suburban,Bronze,33,6901.309505,Electronics,2023/10/15,Student,21
50731,0,3,Tablet,36,Female,Suburban,Bronze,70,27385.6469,Electronics,2023/5/3,Retired,9
50732,0,4,Tablet,18,Male,Rural,Platinum,90,37401.46446,Home Goods,2023/1/2,Self-Employed,11
50733,0,3,Tablet,39,Other,Urban,Gold,47,4851.389638,Electronics,,Professional,3
50734,0,1,Tablet,40,Other,Suburban,Bronze,86,16338.85575,Clothing,2024/1/1,Self-Employed,30
50735,1,4,Mobile,39,Female,Rural,Bronze,55,8235.723521,Electronics,2023/1/15,Retired,3
50736,1,2,Computer,24,Male,Suburban,Platinum,68,33820.77199,Electronics,2023/3/8,Professional,3
50737,0,5,Tablet,46,Male,Rural,Bronze,39,6570.132167,Electronics,2023/7/9,Professional,9
50738,0,3,Mobile,23,Other,Urban,Bronze,52,14026.67984,Home Goods,2023/3/15,Student,11
50739,0,1,Tablet,18,Other,Rural,Bronze,38,518.1536099,Electronics,2023/7/28,Professional,14
50740,0,4,Tablet,48,Female,Rural,Gold,31,2945.029203,Electronics,2023/5/23,Self-Employed,4
50741,0,2,Tablet,20,Other,Suburban,Gold,92,37313.53795,Clothing,2023/7/27,Self-Employed,2
50742,0,1,Mobile,56,Other,Urban,Gold,34,8699.047282,Electronics,2023/3/25,Professional,24
50743,0,2,Tablet,69,Male,Suburban,Bronze,99,30223.8348,Electronics,2023/11/7,Student,9
50744,0,3,Mobile,47,Female,Suburban,Bronze,18,6093.850835,Clothing,2023/4/12,Retired,12
50745,0,4,Tablet,19,Other,Urban,Platinum,24,804.4717027,Home Goods,2023/7/10,Self-Employed,10
50746,0,5,Tablet,24,Female,Urban,Platinum,42,1520.313022,Clothing,2023/10/14,Retired,10
50747,0,2,Mobile,54,Male,Urban,Bronze,92,32897.83017,Home Goods,2023/3/6,Retired,14
50748,0,3,Mobile,67,Female,Suburban,Silver,29,346.6530468,Home Goods,2023/12/9,Self-Employed,12
50749,1,4,Mobile,41,Other,Suburban,Gold,28,2929.624482,Clothing,2023/11/18,Student,27
50750,0,1,Mobile,55,Male,Suburban,Silver,82,18270.16871,Clothing,2023/11/19,Student,7
50751,0,2,Mobile,50,Other,Urban,Gold,3,358.2660359,Clothing,2023/10/15,Self-Employed,1
50752,0,2,Mobile,64,Other,Rural,Silver,39,8121.490026,Electronics,2023/8/5,Self-Employed,27
50753,1,2,Mobile,32,Male,Suburban,Platinum,9,1280.974363,Electronics,2023/3/18,Student,9
50754,1,2,Computer,40,Female,Suburban,Bronze,77,13671.7499,Home Goods,2023/3/10,Student,17
50755,0,5,Tablet,21,Other,Urban,Gold,25,2805.346183,Electronics,2023/2/10,Retired,12
50756,0,5,Computer,65,Male,Urban,Silver,77,8049.679466,Clothing,2023/6/14,Professional,20
50757,0,5,Mobile,67,Male,Urban,Platinum,37,10609.68052,Electronics,2023/3/21,Professional,5
50758,0,5,Mobile,47,Male,Urban,Bronze,51,12467.40635,Clothing,2023/12/17,Professional,29
50759,0,5,Tablet,54,Male,Suburban,Gold,43,20476.97305,Clothing,2023/11/2,Retired,23
50760,0,4,Mobile,63,Female,Rural,Platinum,30,11039.96358,Home Goods,2023/3/16,Student,13
50761,0,1,Tablet,20,Other,Suburban,Silver,26,2111.396437,Clothing,2023/10/15,Self-Employed,6
50762,0,2,Mobile,55,Female,Suburban,Bronze,34,16434.43549,Clothing,2023/1/6,Retired,23
50763,1,5,Tablet,56,Other,Urban,Platinum,69,32448.03471,Home Goods,2023/2/24,Self-Employed,10
